0.656291		-0.784832
1.048837		-0.254262
1.082305		0.363356
0.802779		0.875895
0.317279		1.163700
-0.246029		1.166129
-0.746792		0.872113
-1.035233		0.330144
-0.976430		-0.322563
-0.531213		-0.847620
0.142381		-1.008269
0.757944		-0.757964
1.108674		-0.242820
1.133058		0.343800
0.863726		0.841298
0.382351		1.132259
-0.195426		1.137745
-0.718538		0.824976
-1.005503		0.241080
-0.901061		-0.436661
-0.410357		-0.927216
0.249742		-1.035016
0.820800		-0.773796
1.145780		-0.280591
1.170385		0.286173
0.907036		0.782529
0.416636		1.083000
-0.188518		1.085182
-0.732959		0.737875
-0.997027		0.108315
-0.835743		-0.567454
-0.325575		-1.006338
0.303000		-1.079230
0.839002		-0.822396
1.152351		-0.347315
1.181257		0.213497
0.916275		0.721192
0.402592		1.033136
-0.238179		1.018945
-0.789496		0.622060
-1.006228		-0.038451
-0.798865		-0.682755
-0.295272		-1.073886
0.300297		-1.130503
0.815119		-0.883138
1.127863		-0.416833
1.161424		0.152653
0.884050		0.681270
